generic_id,created_at,complaint_status_id,voteup_count,city_id,ward_id,category_id,sub_category_id,civic_agency_id,title,description,location
W017160C298950,"पंचवटी एन्क्लेव में एवं अभी तक बाहर शताब्दी न
गर की स्ट्रीट लाइट पर L E D नहीं लगी हैं । जो लाइट लगी भी हैं उनमें अनेको रात में जलती ही नहीं हैं । रात्रि में आने जाने में परेशानी होती है ।",3,5,9,1716,470,62,29,"6/12/17 9:03","पंचवटी एन्क्लेव में एवं अभी तक बाहर शताब्दी न
गर की स्ट्रीट लाइट...","Panchvati Enclave, Shatabdi Nagar, Panchvati Enclave, Sector 4, Mda, Meerut, Uttar Pradesh 250103, India"
W017490C298951,"Behind new PREMPURI nala has chok Safai salo se nahi hue",9,3,9,1749,9,42,NULL,"6/12/17 9:06","Behind new PREMPURI nala has chok Safai salo se nahi hue","City Railway Station Rd, Jain Nagar, Prempuri, Meerut, Uttar Pradesh 250002, India"
W017070C298959,"पललवपुरम 1 मेरठ मै  कूड़ादान की  व्यवस्था नही  है व्यवस्था  करने का  कष्ट करै ।",9,2,9,1707,6,155,29,"6/12/17 9:21","पललवपुरम 1 मेरठ मै  कूड़ादान की  व्यवस्था नही  है व्यवस्था  करने क...","H-35, Pallavpuram, Meerut, Uttar Pradesh 250110, India"
W017840C298960,"Not installed LED LIHHTS IN Rajan kun colony j, ROORKEE ROAD,MEERUT
WHIELE IN OTHER NEAR BY COLONY YOU HAD INSTALLED.",9,1,9,1784,470,165,29,"6/12/17 9:21","Not installed LED LIHHTS IN Rajan kun colony j, ROORKEE ROAD,MEER...","A-88, Roorkee Rd, Gangotri Colony, Daurli, Meerut, Uttar Pradesh 250001, India"
W017840C298964,"Garbage near the PNB bank Govind Puri kanker khera Meerut",9,1,9,1784,6,155,29,"6/12/17 9:23","Garbage near the PNB bank Govind Puri kanker khera Meerut",Location
W017720C298976,"Namaskar sir madhevpuram sector 3 meerut ke road abhi kuch din pehle bani aur tutne lagi h 3f376 madhevpuram meerut",9,3,9,1772,15,67,29,"6/12/17 9:47","Namaskar sir madhevpuram sector 3 meerut ke road abhi kuch din pe...","806/3E, Khushhal Nagar, Madhavpuram, Meerut, Uttar Pradesh 250002, India"
W017840C298982,"Sir Fatheullapur mai ak nager nigam ka taalab hai.jisme bhot gandgi ho rahi hai .jis karan macher ho raha h or uska bhar bhot garbeg dal.diya ja raha h.or usma aag lag jatai ha jis karan bhot parsani ho rahi h.kafi complion kar rakhi ha par rajnati ka karan nhi ho paa rahi .kirpa kara",9,3,9,1784,6,155,29,"6/12/17 9:51","Sir Fatheullapur mai ak nager nigam ka taalab hai.jisme bhot gand...","Fatheullapur Meerut, D Block, Zakir Colony, Meerut, Uttar Pradesh, India"
W017050C298984,"बहमपुरी,भगवतपुरा ,लक्ष्मणपुरी मे 
सफाई ठीक से नहीं होती है 
जिस कारण से यहाँ पर गंदा रहता हैं।
और नली,नाले भरे रहते है।
आप से प्राथना है कि आप ईस समस्या का 
समाधान करें।",3,0,9,1705,15,66,29,"6/12/17 9:53","बहमपुरी,भगवतपुरा ,लक्ष्मणपुरी मे 
सफाई ठीक से नहीं होती है 
जिस क...","379/1, Gautam Nagar, Brahmpuri, Meerut, Uttar Pradesh 250002, India"
W017370C299008,"Nangla tashi me pane ke tanki nahi he nagram negam har vars tax leta he logo ko pane ke koei suvdha nahi he",9,2,9,1737,23,182,29,"6/12/17 10:23","Nangla tashi me pane ke tanki nahi he nagram negam har vars tax l...","Gali Number 1, Saket, Meerut, Uttar Pradesh 250003, India"
W017160C299013,"सडक पर कुडा होने के कारण से बिमारी फेल रही है उसमें आग लगने से धुआं होता हे हम सबको बहुत परेशानी हो रही है कृपया  जल्दी इसे साफ करें sector 1 shatabdi nagar meerut 
c block",9,2,9,1716,6,155,29,"6/12/17 10:26","सडक पर कुडा होने के कारण से बिमारी फेल रही है उसमें आग लगने से धु...","Unnamed Road, Sector 1, Rithani, Meerut, Uttar Pradesh 250103, India"
W017840C299038,"Kaseru khera uncha mohalla me Dr.Raj ke pass log apne Ghar ka saara kuda naalion me dalte Hain nagar Nigam karmchariyon se kahne par bhi koi karyawahi nahi hoti",3,2,9,1784,9,42,NULL,"6/12/17 10:50","Kaseru khera uncha mohalla me Dr.Raj ke pass log apne Ghar ka saa...","Meerut - Pauri National Hwy, Siphon, Meerut, Uttar Pradesh 250001, India"
W017370C299054,"BED SMALL, inviting Dangu.",9,0,9,1737,6,155,29,"6/12/17 11:27","BED SMALL, inviting Dangu.","Ccs University Rd, Sharma Nagar, Meerut, Uttar Pradesh 250003, India"
W017290C299055,"सर हमारे यहा लाईटो की समसया है",9,6,9,1729,470,165,29,"6/12/17 11:28","सर हमारे यहा लाईटो की समसया है","Kashyap Colony Road, Shaulana, Uttar Pradesh 250205, India"
W017290C299068,"हमारा गांव काशी कश्यप कालौनी परतापुर में है हमारे गांव का मैन रास्ता खराब है कच्चा है बरसात में कीचड़ हो जाती है",3,6,9,1729,15,67,29,"6/12/17 12:06","हमारा गांव काशी कश्यप कालौनी परतापुर में है हमारे गांव का मैन रास...","Unnamed Road, Aminagar Urf Bhurbaral, Uttar Pradesh 250103, India"
W017350C299072,"Humare yha ki nali sahi nahi hai or barsaat m or jayda dekat hoti hai",3,3,9,1735,9,42,NULL,"6/12/17 12:13","Humare yha ki nali sahi nahi hai or barsaat m or jayda dekat hoti...","Kishanpura - Railway Colony Rd, Kishanpura, Meerut, Uttar Pradesh 250002, India"
W017290C299073,"गांव में केवल 6 लाईट है जो की सारी खराब हो गई है क्रपया कर न ई लाईटे लगवाती जाये 



 kashyap Colony partapur meerut",1,5,9,1729,9,42,NULL,"6/12/17 12:13","गांव में केवल 6 लाईट है जो की सारी खराब हो गई है क्रपया कर न ई ला...","Kashyap Colony Road, Shaulana, Uttar Pradesh 250205, India"
W017370C299075,"Incomplete nali work of nagar nigam MEERUT",3,2,9,1737,15,61,29,"6/12/17 12:18","Incomplete nali work of nagar nigam MEERUT","Ccs University Rd, Sharma Nagar, Meerut, Uttar Pradesh 250003, India"
W017330C299111,"Sadak ki halat bahut kharav hai",9,3,9,1733,15,67,29,"6/12/17 13:01","Sadak ki halat bahut kharav hai","928, Brahmpuri, Meerut, Uttar Pradesh 250002, India"
W017280C299117,"This complaint for bad road",9,2,9,1728,15,67,29,"6/12/17 13:21","This complaint for bad road","36B, Yadgarpur Kila Rd, यादगारपुर, Pandav Nagar, Prabhat Nagar, Meerut, Uttar Pradesh 250003, India"
W017280C299118,"This complaint for garbage and the people threw this garbage we need to the dustbin.",9,2,9,1728,6,155,29,"6/12/17 13:25","This complaint for garbage and the people threw this garbage we n...","36B, Yadgarpur Kila Rd, यादगारपुर, Pandav Nagar, Prabhat Nagar, Meerut, Uttar Pradesh 250003, India"
W017080C299128,"Hamare yahan Gokulpur ki ROAD kharab hai. so yahan Bahut exident hote hai.please isper jaldi action lijiye.",3,4,9,1708,15,67,29,"6/12/17 13:54","Hamare yahan Gokulpur ki ROAD kharab hai. so yahan Bahut exident...","Raj Vans Vihar Rd, Somdutt Vihar Colony, Hanuman Vihar Phase 2, Meerut, Uttar Pradesh 250004, India"
W017430C299135,"नेहरू नगर गली 1 गोविन्द डेरी के पास स्ट्रीट लाइट खराब है कृपया उचित action लें",9,1,9,1743,470,165,29,"6/12/17 14:24","नेहरू नगर गली 1 गोविन्द डेरी के पास स्ट्रीट लाइट खराब है कृपया उच...","Rd Number 2, Nehru Nagar, Phool Bagh Colony, Panchsheel Colony, Meerut, Uttar Pradesh 250003, India"
W017550C299137,"फूलबाग मेन road पर कूड़ेदान नही हे जिससे कूड़ा सड़क पर फैला रहता है। उचित कार्यवाही करे",9,2,9,1755,6,155,29,"6/12/17 14:28","फूलबाग मेन road पर कूड़ेदान नही हे जिससे कूड़ा सड़क पर फैला रहता है।...","753, Nehru Nagar, Phool Bagh Colony, Panchsheel Colony, Meerut, Uttar Pradesh 250003, India"
W017290C299139,"हमारी कश्यप कालोनी काशी में खंभों पर लाईट नहीं है मेरा नाम प्रमोद कश्यप 
कश्यप कालोनी काशी परतापुर मेरठ 
8923949120",9,5,9,1729,470,165,29,"6/12/17 14:45","हमारी कश्यप कालोनी काशी में खंभों पर लाईट नहीं है मेरा नाम प्रमोद...","Kashyap Colony Road, Shaulana, Uttar Pradesh 250205, India"
W017370C299146,"Safty wall at nala of st lukes hospital saket  broken  prone for accident and collapse of only road
take urgent action",3,3,9,1737,15,66,29,"6/12/17 15:08","Safty wall at nala of st lukes hospital saket  broken  prone for...","St. Lukes Hospital, Sharma Nagar, Meerut, Uttar Pradesh, India"
W017400C299148,"Electricity pole with wires naked  partially fallen in my house

behind eves petrol pump shivpuri

posing risk to me family and other workers

pl take urgent action to remove pole from front of mu house",1,2,9,1740,4,33,35,"6/12/17 15:12","Electricity pole with wires naked  partially fallen in my house...","Eves Petrol Pump Indian Oil Arora Ultrasound, Meerut, Uttar Pradesh, India"
W017250C299157,"Meerut Nagar Nigam मेरठ नगर निगम के वार्ड नंबर 80 में गली नंबर 13 अंसार ब्लॉक करीम नगर मेरठ में पिछले कई माह से 10 HP सबमर्सिबल पंप submersible pump kara para Hua Hai Jaise Logon Ko पीने के पानी की समस्या का सामना करना पड़ रहा है कई बार शिकायत दर्ज कराने के बावजूद भी अभी तक वह ठीक नहीं हुआ है भवदीय अफजाल सैफी पार्षद नगर निगम समाजवादी पार्टी मेरठ",3,2,9,1725,23,182,29,"6/12/17 15:51","Meerut Nagar Nigam मेरठ नगर निगम के वार्ड नंबर 80 में गली नंबर 13...","Budhana Road, Shohrab Gate, Meerut, Uttar Pradesh 250002, India"
W017090C299163,"Not perfect road, no garbage bin near kaushik inter college colony",9,2,9,1709,15,67,29,"6/12/17 15:57","Not perfect road, no garbage bin near kaushik inter college colon...","Silver City Rd, Meerut, Uttar Pradesh 250001, India"
W017790C299177,"वार्ड 75 के अंतर्गत समर गार्डन 60 फुटा 40 फुटा 25 फुटा रास्ते पर लाइटे नही लगी हुई है जिस कारण छेत्र में चोरिया बढ़ गई है कृपया लाइटे लगवाने की मेहरबानी करें",9,1,9,1779,470,165,29,"6/12/17 16:43","वार्ड 75 के अंतर्गत समर गार्डन 60 फुटा 40 फुटा 25 फुटा रास्ते पर...","40 Feet Road, Samar Garden, Meerut, Uttar Pradesh 250002, India"
W017310C299186,"We are residing in the premium colony Rakshapuram there are atleast 20-25 street dogs in our neighborhood which creates unwanted garbage in the form of dung, please get it resolved!",1,1,9,1731,9,42,NULL,"6/12/17 17:14","We are residing in the premium colony Rakshapuram there are atlea...","4/92, Rakshapuram, Meerut, Uttar Pradesh 250004, India"
W017310C299188,"Rakshapuram sector 4 main LED street nahi lagai gayi hain kripya karke street light lagvaye!",9,0,9,1731,470,165,29,"6/12/17 17:18","Rakshapuram sector 4 main LED street nahi lagai gayi hain kripya...","4/92, Rakshapuram, Meerut, Uttar Pradesh 250004, India"
W017290C299202,"कच्चे  रोड कब पक्के होंगे    माननीय संसद जी",3,2,9,1729,15,67,29,"6/12/17 18:45","कच्चे  रोड कब पक्के होंगे    माननीय संसद जी",Location
W017290C299203,"हमारे  गाँव के रास्ते की हालत  खराब है",9,2,9,1729,15,67,29,"6/12/17 18:47","हमारे  गाँव के रास्ते की हालत  खराब है","Unnamed Road, Sector 2, Mda, Aminagar Urf Bhurbaral, Uttar Pradesh 250103, India"
W017290C299205,"हमारे  गाव के रास्ते  की हालत ख़राब है    कब तक  बनेगा",3,2,9,1729,15,67,29,"6/12/17 18:49","हमारे  गाव के रास्ते  की हालत ख़राब है    कब तक  बनेगा","Kashyap Colony Road, Shaulana, Uttar Pradesh 250205, India"
W017540C299206,"Vaishali calony garh road hanuman mandir ke samne ki sark sari tuti hui he 4 sal se koi dekne nhi aata or us road pr speed brekr ki bhut jrut he plz",3,0,9,1754,15,67,29,"6/12/17 18:55","Vaishali calony garh road hanuman mandir ke samne ki sark sari tu...","Apsara Cinema Rd, Jali Kothi, Meerut, Uttar Pradesh 250002, India"
W017280C299219,"Street light jo lgi h kaam nhi kr rhi or beech beech mai lgne say chhutu hui bhi h plzzzz shi krne ka cast kre . dhanyavad",9,0,9,1728,4,33,35,"6/12/17 20:10","Street light jo lgi h kaam nhi kr rhi or beech beech mai lgne say...","New Sarvodaya Colony, Prabhat Nagar, Meerut, Uttar Pradesh, India"
W017400C299225,"इंदिरा चौक से लेकर easy Chowk Main Road ki LED light kharab kardi hai करने के बाद भी सही नहीं हुई है
 complain",9,0,9,1740,470,165,29,"6/12/17 20:35","इंदिरा चौक से लेकर easy Chowk Main Road ki LED light kharab kardi...","Budhana Road, Shohrab Gate, Meerut, Uttar Pradesh 250003, India"
W017620C299226,"माघवपुरम सेक्टर ३वाडँ ४८ मे अनेको पोल खाली पडे हुऐ है जिससे इलाके अन्धेरा छाया हुआ है आप खाली पोलो पर एल ई डी लाइटे लगवाने का कष्ट करे अफजाल सैफी पाषदँ नगर निगम मेरठ",9,1,9,1762,4,33,35,"6/12/17 20:36","माघवपुरम सेक्टर ३वाडँ ४८ मे अनेको पोल खाली पडे हुऐ है जिससे इलाके...","2D/146/3, Khushhal Nagar, Madhavpuram, Meerut, Uttar Pradesh 250002, India"
W017440C299238,"3 things which should be done - improved garbage collection and installation of garbage bins after every 200 metres and intoned garbage disposal.",9,1,9,1744,6,155,29,"6/12/17 22:18","3 things which should be done - improved garbage collection and i...","251, Western Kutchery Rd, Mohanpuri, Meerut, Uttar Pradesh 250001, India"
W017820C299246,"Bhumiya ke pul se lekar metro plaza tak road ki bahot jayada haalat kharaab hai rojana bahot pareshaani ka saamna karna paddta hai.
aapse nivedan hai ki meri iss samasya par jarur gaur Karen.
thank you ...",9,0,9,1782,15,67,29,"7/12/17 0:58","Bhumiya ke pul se lekar metro plaza tak road ki bahot jayada haal...","1131, Hapur Rd, A1 Block, Zakir Colony, Meerut, Uttar Pradesh 250002, India"
W017370C299250,"Water is regulary flowing from a municipal tap opposite Gulab Restaurant, Civil Lines since last 25-30 days",3,1,9,1737,23,182,29,"7/12/17 7:21","Water is regulary flowing from a municipal tap opposite Gulab Res...","39, Puspak Kunj, Saket, Meerut, Uttar Pradesh 250003, India"
W017240C299254,"Tej garhi crossing per 6am ko dekha dumper truck high speed per cross kerte hain jis Karan accident ki sambhavna Rehti hai pl.see and control them.",9,1,9,1724,9,42,NULL,"7/12/17 7:41","Tej garhi crossing per 6am ko dekha dumper truck high speed per c...","A-14, Sector 3, Shastri Nagar, Meerut, Uttar Pradesh 250001, India"
W017840C299261,"मोदीपुरम बाई पास पर एक ऐजेंसी हीरो बाइक की ओर एक ऐजेंसी महेंद्रा ट्रैक्टर की है दोनों अपनी गाड़ियों की डिलीवरी हाईवे पर ट्रक सड़क घेर कर लेते  है दुर्घटना की संभावना हर समय रहती है किसी की भी जान जा सकती है इससे छुटकारा दिलाने की कृपा करें।",3,0,9,1784,15,61,29,"7/12/17 7:53","मोदीपुरम बाई पास पर एक ऐजेंसी हीरो बाइक की ओर एक ऐजेंसी महेंद्रा...","Meerut Bypass Rd, Meerut, Uttar Pradesh 250001, India"
W017840C299266,"Govind Puri mein abadi ke beech kachraghar aur toilet bana hai jisse bahut dikkat hoti Hai plz ise hatwaiye. dhanyawad",3,3,9,1784,6,155,29,"7/12/17 8:19","Govind Puri mein abadi ke beech kachraghar aur toilet bana hai ji...","Grass Farm Rd, Meerut Cantt, Meerut, Uttar Pradesh 250001, India"
W017420C299272,"Fogging isn't regular...",9,0,9,1742,9,42,NULL,"7/12/17 8:34","Fogging isn't regular...","Nh334, Modipuram, Meerut, Uttar Pradesh 250110, India"
W017840C299274,"रुड़की रोड एकता नगर कॉलोनी वार्ड 7 में स्थित शहीद भगत सिंह इण्टर कॉलेज की गली में पोल पर एक भी स्ट्रीट लाइट नही है निगम में कई बार लिखित शिकायत भी की जा चुकी है । कृपया लाइट लगवाने की कृपा करें।",9,1,9,1784,470,165,29,"7/12/17 8:40","रुड़की रोड एकता नगर कॉलोनी वार्ड 7 में स्थित शहीद भगत सिंह इण्टर क...","72, Ekta Nagar, Daurli, Meerut, Uttar Pradesh 250001, India"
W017530C299293,"Please get hapur adda road repaired",9,0,9,1753,15,67,29,"7/12/17 9:24","Please get hapur adda road repaired","148/2, Thapar Nagar Gali Number 2, Thapar Nagar, Ganga Nagar, Meerut, Uttar Pradesh 250001, India"
W017370C299299,"New prabhat nagar me koi government sweeper nai hai kudha uthane ke liye last few years",3,0,9,1737,6,155,29,"7/12/17 9:36","New prabhat nagar me koi government sweeper nai hai kudha uthane...","Lane Number 7, Pandav Nagar, Prabhat Nagar, Meerut, Uttar Pradesh 250003, India"
W017390C299302,"जिमखाना मैदान के बराबर वाली सड़क पर कुछ प्राइवेट बसें हमेसा खड़ी रहती हैं 
मैंने ट्रैफिक पुलिस की फेसबुक पर भी
फोटो सहित शिकायत की थी
लेकिन कुछ नही हुआ",3,1,9,1739,15,67,29,"7/12/17 9:43","जिमखाना मैदान के बराबर वाली सड़क पर कुछ प्राइवेट बसें हमेसा खड़ी रह...","Mohan Puri Rd, Police Lines, Meerut, Uttar Pradesh 250003, India"
W017150C299304,"Jagriti Vihar me sector 8 me penth vali road par 218/8, house number ke barabr vali road par nali ke upar pulia ko par krne ke lie remp nhi bnae gye. 1 saal se jisse bhut problem ho rhi hai.",1,0,9,1715,9,42,NULL,"7/12/17 9:48","Jagriti Vihar me sector 8 me penth vali road par 218/8, house num...","134/8, Sector 8, Jagrati Vihar, Meerut, Uttar Pradesh 250004, India"
W017060C299306,"Dear Sir,
I m living in Dev Park Colony, (near petrol pump) Baghpat Road Meerut.
There is garbage dump out side our colony, no service is active to collect garbage from there. It is very stinky, may be some virus or disease can spread from there. You are requested to kind pay some attention and give some relief from garbage.",9,1,9,1706,6,155,29,"7/12/17 9:51","Dear Sir,
I m living in Dev Park Colony, (near petrol pump) Baghp...","Dev Park Meerut, Baghpat Road, Malyana, Meerut, Uttar Pradesh, India"
W017370C299307,"मेरठ के लगभग सभी नाले नालियों के ऊपर अवैध कब्जे कर पक्के मकान तक बनाये हुए हैं
इस पर अधिकारियों का ध्यान कब जाएगा",1,1,9,1737,9,42,NULL,"7/12/17 9:52","मेरठ के लगभग सभी नाले नालियों के ऊपर अवैध कब्जे कर पक्के मकान तक...","Mohan Puri Rd, Police Lines, Meerut, Uttar Pradesh 250003, India"
W017400C299310,"Roadways and city buses don’t stop on there stands made by nagar Nigam they removed passengers at centre of road due to that chances of accident and jam. And roadways  city buses release black smog.",1,2,9,1740,9,42,NULL,"7/12/17 9:55","Roadways and city buses don’t stop on there stands made by nagar...","Meerut, Uttar Pradesh, India"
W017060C299316,"महोदय
My citizen app की आपको बहुत बहुत शुभकामनायें, इस्से सीधा-सीधा सामवाद जनता और प्रशासन के बीच हो सकता है।
आपसे निवेदन ये है की मेरी कालोनी, देव पार्क, बागपत रोड (पेट्रोल पम्प के पास) मेरठ, के बाहर आस पास के क्षेत्र का कूडा डालना शुरू हो गया है, इसको उठाने की भी कोई व्यवस्था प्रशासन द्वारा नहीं है, कूडा नालियों में जाम हो जाता है जिससे कालोनी के अंदर जलभराव की समस्या हो जाती है।
आपसे निवेदन है की कुछ ऐसी व्यवस्था बनाये जिससे कूडा यहाँ से साफ़ हो सके, इससे बीमारियों के फ़ेलने का भी ख़तरा है।",9,3,9,1706,6,155,29,"7/12/17 10:06","महोदय
My citizen app की आपको बहुत बहुत शुभकामनायें, इस्से सीधा-सी...","Dev Park Meerut, Baghpat Road, Malyana, Meerut, Uttar Pradesh, India"
