generic_id,created_at,complaint_status_id,voteup_count,city_id,ward_id,category_id,sub_category_id,civic_agency_id,title,description,location
W01960C181399,"Dear sir,
In spite of repeated request to the BBMP engineering office to look into providing street lights on 8th cross it is falling on deaf hears. Last year we paid for the street light and blubs and got it fixed though them, however they have not connect the wires to the street main lines and have lethargically connect it to residential line of 450/12 house. During any voltage fluxions it  is one reason for huge damage of electronic items. Now from 3 months street lights are not working. No one is coming in to fix. People in street also thinking how many thousands we need to pay again to fix it and discuss less about it now.

The street is perpendicular to a vacant - woody BBMP park in the area which is huge and gaurds live here.  Lighting up the place would be atleast give some relief to people at home when men are work.",1,2,3,238,4,33,"","29-09-2016 17:04","Street Lights not provided on 8th cross ,8th main and road is near park","Narayana Nagar 2Nd Block, Narayana Nagar 1St Block, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062, India"
W01500C196661,"Sir,

We are facing lost of traffic in SGR dental college due to bad road conditions,at least if we repair/maintain roads proper we can avoid some traffic in this road,In addition to that when ever railway cross gate closed,there is no route for opposite persons to cross the gate after train passes,because road gets completely occupied.If we put fine on whom enters in opposite direction at least we can avoid little bit traffic.",3,0,3,247,21,84,"","4/12/16 21:19","Worst Road Condition","Sgr Dental College Rd, Kasavanahalli Village, Marathahalli, Bengaluru, Karnataka 560037, India"
W01500C206306,"The stretch between RMZ Ecoworld and AET College junction is a major connecting road between Outer Ring Road (Devarabesanahalli) and Sarjapur Road (Doddekanalli). This road has become unusable and unsafe in the past few months because of the following reasonsn1. Completely damaged road - Filled with potholes which pose serious threat to the two wheelers, especially the women drivers. Rains make the conditions worse since it is difficult to judge the depth of the potholes filled with watern2. Illegal parking - Containers and Taxis occupy both sides of the road making it effectively a single lane traffic.n3. No Street Lighting - The road doesn't have even a single street light making the travel unsafe at nights.n4. No walkways - Absence of proper walkways make the pedestrians (mostly construction employees) occupy the road. This pose threat to their life as well as the driversn5. Illegal filling of potholes - Construction waste including huge boulders and granite slabs are dumped into the potholes in the middle of the road making it not only useless but also risky for the vehicles.kindly fix the damaged roads as schools reopened, traffic increasing, monsoon rains started. Office goers are getting wet with mud due to path holes whose depth is unknown to commuters. Two wheeler are getting skid due to the bad roads.",3,7,3,247,15,67,"","16-01-2017 16:33","Extremely damaged/dusty Bellandur Doddekanalli Road and this is the 5th complaint.BBMP 2take action","Bellandur - Doddakannelli Rd, Adarsh Palm Retreat, Bengaluru, Karnataka, India"
W01490C261535,"There is a narrow road and a narrow railway underpass in the road connection from Panathur to Varthur Police Station. The vehicle movement in this road is too much. The main traffic jam is due to the water tankers and trucks carrying construction materials. There are so many daily commuters taking this road to their office, school and hospital. Because of the movement of these heavy vehicles who create the traffic jam, which would be for minimum of 30 minutes to maximum of 120 minutes sometimes to cross 300 meters range. Many ambulance also gets stuck in these roads. Immediate action is required to address this. My suggestion as solution for this problem is :) Widen the narrow road and narrow railway bridge , which is the long term solution) Put 2 traffic signals , one at the Panathur side and the other at Vathur after the railway bridge. If you control the traffic allowing each side for 5 minutes, the duration of jam would be less. But this is not a long term solution) Stop Heavy vehicles like Water tankers, Trucks which would mostly resolve the issue temporarily. But, can be a long term solution",9,1,3,246,15,67,"","6/7/17 17:12","Big/huge holes and heavy traffic jam at Panathur to Varthur Road near Railway Station Bridge","57, Panathur Rd, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103, India"
W01370C278035,"Hi,

I would like to Know what steps are being taken to control this use of loudspeaker all day during festival. It's not during only one festival, every time loudspeaker is being used and that very loud..specially the ones kept on top.of Temple's etc...

Please do something, it's very disturbing.",3,0,3,220,11,46,"","3/9/17 11:08","Loudspeaker throughout day during festivals","Gori Palya, Padarayana Pura, Bengaluru, Karnataka 560026, India"
W02430C279529,"The road condition in-front of our apartment is really very bad .There is no proper road to commute . All residents including senior citizens, school going kids, critical patients & and many tax payers facing countless problems due to no proper access to their basic rights at kodathi village railway crossing road  . No cab service & Ambulance service is agreeing to come to this area in emergency without a countless request due to extremely bad shape of roads. Requesting to the govt. authorities , gram panchayat,PMGSY to look into this matter .",1,1,3,243,15,67,"","8/9/17 15:15","Extremely Bad Road Condition","Sarjapur Rd, Hadosiddapura, Chikkakannalli, Bengaluru, Karnataka 560035, India"
W02470C279532,"The stretch of Sarjapur Road between Wipro corporate office and Doddanakanneli is without a footpath for the residents. It is very dangerous to walk on the side of the road with high speed vehicles passing by. Please take this request of initiating work to desilt the drains in this stretch and cover them with concrete cover slabs that can act as a proper footpath for the residents to walk on.",1,9,3,247,15,61,"","8/9/17 15:17","No footpath for residents","83/11 &amp; 84, Sarjapur Rd, Kaikondrahalli, Bengaluru, Karnataka 560035, India"
W02470C279540,"Palm Avenue in green glen layout and the inside roads near Apollo pharmacy are full of pot holes.",1,1,3,247,15,66,"","8/9/17 15:31","The road is full of pot holes.","Palm Ave, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103, India"
W02470C279541,"After the construction of drainage, all rubble is occupying half the road. Please clear the rubble",1,0,3,247,15,67,"","8/9/17 15:39","Construction rubble not cleared","Ramesh, Sobha Primrose, Margosa Ave, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103, India"
W02390C279584,"Car parked on footpath",1,0,3,239,21,190,"","8/9/17 19:11","Car parked on footpath","Bikasipura, Bengaluru, Karnataka, India"
W02320C279602,"Due to havey rain fall the roads are very bad we are unable to walk plz maked it proper as possible as ...",1,0,3,232,15,66,"","8/9/17 22:43","Due to havey rain fall the roads are very bad we are unable to wa...","6Th Cross, Wilson Garden, Bengaluru, Karnataka, India"
W02650C279614,"Picture Taken at : 09/09/2017 04:42:19   -  Lala Jagan Nath Marg, Arya Pura, Sabzi Mandi Old, Delhi, 110007, India",1,0,3,265,6,155,"","9/9/17 4:42","Complaint about Garbage Dump","Lala Jagan Nath Marg, Arya Pura, Sabzi Mandi Old, Delhi, 110007, India"
W02130C279651,"Picture Taken at : 09/09/2017 09:16:19  लगातार 7 दिनों तक कमप्लेंट करने के बाद भी कूड़ा नहीं उठाया गया है  -  Mangal Bazar Rd, Block F, Laxmi Nagar, New Delhi, Delhi 110031, India",1,0,3,213,6,155,"","9/9/17 9:18","Complaint about Garbage Dump","Mangal Bazar Rd, Block F, Laxmi Nagar, New Delhi, Delhi 110031, India"
W02240C279655,"Picture Taken at : 09/09/2017 09:23:34   -  10486, Sardar Thana Rd, Bagichi Allauddin, Paharganj, New Delhi, Delhi 110055, India",1,0,3,224,6,155,"","9/9/17 9:23","Complaint about Garbage Dump","10486, Sardar Thana Rd, Bagichi Allauddin, Paharganj, New Delhi, Delhi 110055, India"
W02470C279664,"S curve near purva skydale on silver county road has deep potholes .during rains water inundation happens seriously risking motorists and damaging vehicles.kindly do the needful.",1,0,3,247,15,66,"","9/9/17 9:56","S curve near purva skydale on silver county road has deep pothole...","Kasavanahalli, Bengaluru, Karnataka, India"
W02700C279744,"Non removal of Silt/Mud removed and kept around BET Convent Compound , BEML Layout , RR NAGAR

Sir/Madam  - on behalf of the residents in and around BET Convent, BEML Layout 3rd Stage, Rajarajeshwarinagar, Bangalore-560098 I would like to bring to your kind notice that BBMP have arranged to clear the  Rainwater Nala ( Kava ) around the BET Convent Compound about a week back - leaving all the Silt/Mud jsut by the side of the Nala without the same being removed, promising that the contractor will remove the same the next day without fail.  But, nobody turned up and remove the same and with heavy rains , the silt.mud is  getting back to the Nala and it is also obstructing the  Road for free movement of vehicles as also the residents, more particularly the senior citizens and the road is getting slippery .  Since these silt/mud are removed and kept around the compound wall of BET Convent, it is also dangerous for the school children to pass through.  Kindly look into the above for needful action to direct the contractor to remove the same.",1,0,3,270,9,42,"","9/9/17 15:39","Non removal of Silt/Mud dumped around BET Convent.","Beml Layout 3Rd Stage, Rr Nagar, Bengaluru, Karnataka 560098, India"
W02470C279789,"I20 parked in no parking area in Green glen layout . Plate number KA51-MC-9650",1,0,3,247,21,188,"","9/9/17 18:12","I20 parked in no parking area in Green glen layout . Plate number...","Cherry Lane, Green Glen Layout, Bellandur"
W02470C279790,"Maruti swift parked in no parking area - right under the board in green glen layout . Plate number KA04-MM-7387",1,0,3,247,21,188,"","9/9/17 18:14","Maruti swift parked in no parking area - right under the board in...","Cherry Lane, Green Glen Layout, Bellandur"
W02470C279808,"Road full of pot holes. Heavy traffic due to bad roads. Pls fix the road.
Location is Sarjapur Road Doddakannelli near Confident Leo Apartment",1,0,3,247,15,67,"","9/9/17 19:05","Road full of pot holes. Heavy traffic due to bad roads. Pls fix t...","Doddakannelli, Bengaluru, Karnataka, India"
W02430C279809,"Full of pot holes near Doddakannelli Sarjapur Road",1,0,3,243,15,66,"","9/9/17 19:08","Full of pot holes near Doddakannelli Sarjapur Road","Doddakannelli, Hadosiddapura, Bengaluru, Karnataka, India"
W02470C279813,"Poor condition of Panathur Road is causing bad congestion at T-junction regularly. Requires immediate attention.",1,1,3,247,15,67,"","9/9/17 19:23","Poor condition of Panathur Road is causing bad congestion at T-ju...","Kadubeesanahalli, Bengaluru, Karnataka, India"
W02700C279846,"The stone on the footpath has been opened by BWSSB people and has not been closed! This is a main road which has a bank and chat shops next to it. Thousands of people walk in and out everyday. The rains have made the situation worse and a disaster is waiting to happen! Close this hole ASAP or else we might lose one or more valuable lives!",1,0,3,270,15,61,"","10/9/17 0:29","Big Hole dug up by BWSSB on Main Road Footpath waiting for disaster!","8Th Main Rd, Ideal Homes Twp, Rr Nagar, Bengaluru, Karnataka 560098, India"
W02350C279877,"All the drainage chambers are blocked in 3rd n 4th main road and dirty water is pumping up on d roads, very horrible to walk on the road, sewage water of all the houses in these roads hv been blocked also,, its been almost 15days no one has taken any action till now.. what the hell BBMP people are doing...",1,1,3,235,6,155,"","10/9/17 10:38","All the drainage chambers are blocked in 3rd n 4th main road and...","3Rd Main Road, Behind Raghavendra Swamy Temple, Bda Layout, Domlur Bengaluru, Karnataka, India"
W02390C279879,"The entire stretch of Kanakapura Road from Konankunte cross till NICE road is so very poor filled with pot holes",1,0,3,239,15,67,"","10/9/17 10:45","Very bad road","Kanakapura Rd, Mango Garden Layout, Konanakunte, Bengaluru, Karnataka 560078, India"
W02150C279883,"Picture Taken at : 10/09/2017 10:54:22  A-39 main road mandawali  -  356/2, Mandawali Main Rd, Himachal Mohalla, Fajalpur Village, Mandawali, New Delhi, Delhi 110092, India",1,0,3,215,6,155,"","10/9/17 10:54","Complaint about Garbage Dump","356/2, Mandawali Main Rd, Himachal Mohalla, Fajalpur Village, Mandawali, New Delhi, Delhi 110092, India"
W02150C279885,"Picture Taken at : 10/09/2017 10:58:14  p 39 main road mandawa ki
 -  356/2, Mandawali Main Rd, Himachal Mohalla, Fajalpur Village, Mandawali, New Delhi, Delhi 110092, India",1,0,3,215,6,155,"","10/9/17 10:59","Complaint about Garbage Dump","356/2, Mandawali Main Rd, Himachal Mohalla, Fajalpur Village, Mandawali, New Delhi, Delhi 110092, India"
W02470C279888,"Till now there are no roads and no drainage's available near SGR Dental college.
And we find lots of rain water on mud roads with huge dumps.
more number of mosquitoes are wandering here.
we are paying taxes here and no roads and drainage's are available till now.
kindly take a serious action as lots of people are suffering here.
we want roads and drainage's here.",1,0,3,247,15,67,"","10/9/17 11:08","No Roads and No Drainages","85, Sgr Dental College Rd, Chandra Layout, Marathahalli, Bengaluru, Karnataka 560037, India"
W02330C279893,"Very big pothole near the Alpyne & D. P. S SOUTH,  School",1,0,3,233,15,66,"","10/9/17 11:39","Very big pothole near the Alpyne & D. P. S SOUTH,  School","5Th Cross Rd, Vikram Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078, India"
W02570C279940,"Problem for the foothpath walkers",1,0,3,257,21,190,"","10/9/17 15:27","Problem for the foothpath walkers","Nanjamba Agrahara, Bengaluru, Karnataka, India"
W02450C279947,"Picture Taken at : 10/09/2017 16:22:16  Garbage in frong of home cause serious desieses and smell..No one come for cleaning the garbage from road... Cross Road Sant Nagar -  126/5, Cross Road, Block B, Sant Nagar, Burari, Delhi, 110084, India",1,0,3,245,6,155,"","10/9/17 16:24","Complaint about Garbage Dump","126/5, Cross Road, Block B, Sant Nagar, Burari, Delhi, 110084, India"
W02530C279951,"About 6 to 8 dogs will be attacking the cyclists and scooterists, in and around 8th and 9th cross roads of Jayanagar 1st block, Bangalore. Some times it threatens the early morning walkers any joggers.
Late nights and early mornings at least half a dozen dogs will be quarrelling, barking making our life/sleep miserable.
One of my friends,who stays in 8th cross, informed me that,stray dogs enter their corridor and creating nuisance.",1,0,3,253,19,77,"","10/9/17 16:36","About 6 to 8 dogs will be attacking the cyclists and scooterists,...","Jayanagar, 9Th Cross Road, 1St Block, Bengaluru, Karnataka, India"
W02450C279961,"Picture Taken at : 10/09/2017 17:24:54   -  126/5, Cross Road, Block B, Sant Nagar, Burari, Delhi, 110084, India",1,0,3,245,6,155,"","10/9/17 17:25","Complaint about Garbage Dump","126/5, Cross Road, Block B, Sant Nagar, Burari, Delhi, 110084, India"
W02450C279967,"Picture Taken at : 10/09/2017 18:27:43  garbage is so much in a plot there is a problem of dengues -  A-21, Gali Number 9, Wazirabad, Delhi, 110084, India",1,0,3,245,6,155,"","10/9/17 18:28","Complaint about Garbage Dump","A-21, Gali Number 9, Wazirabad, Delhi, 110084, India"
W02700C279970,"Bwssb as reparied the new drainage line but they as not closed  proprely its so difficult to walk nd ride a vechicle so plz solve it ASAP",1,0,3,270,15,67,"","10/9/17 18:48","Bwssb as reparied the new drainage line but they as not closed  p...","Nice Bangalore Mysore Expressway, Pushpagiri Nagar, Bangarappanagar, Hosakerehalli, Bengaluru, Karnataka 560085, India"
W02700C279973,"Bwssb as reparied the new drainage line but they as not closed  proprely its so difficult to walk nd ride a vechicle so plz solve it ASAP
ADDRESS 2ND CROSS DURGA NAGAR KERE KODI HOSAKEREHALLI",1,0,3,270,15,67,"","10/9/17 19:11","Bwssb as reparied the new drainage line but they as not closed  p...","Nice Bangalore Mysore Expressway, Pushpagiri Nagar, Bangarappanagar, Hosakerehalli, Bengaluru, Karnataka 560085, India"
W02730C279975,"What the hell Cable is this, see how the cable wire is on the road, if any thing happened to public who will the reaposiblities ha, must and should stop this and put a huge fine on this blady cable company, if rain starts what is the situation think of this.",1,0,3,273,2,27,"","10/9/17 19:19","What the hell Cable is this, see how the cable wire is on the roa...","20, 1St B Cross Rd, Cashier Layout, 1St Stage, Btm Layout, Bengaluru, Karnataka 560029, India"
